ID,Query,Subject,FreebasePredicate,PredicateList,tagme,tagme_rho,spot0.3,spot0.4,spot0.5,spot0.6
3749,what is a book within the fiction genre,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Genre,0.30943185091018677,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
3801,what type of story is ole doc methuselah,http://dbpedia.org/resource/Ole_Doc_Methuselah,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Ole_Doc_Methuselah,0.5949152708053589,,,,
3845,What is the name of a horror book?,http://dbpedia.org/resource/Horror_film,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/The_Horror_Book,0.5,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Horror_fiction
3846,What is a written work done by gabriel garcía márquez,http://dbpedia.org/resource/Gabriel_García_Márquez,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Gabriel_García_Márquez,0.5841982364654541,http://dbpedia.org/resource/Gabriel_García_Márquez,http://dbpedia.org/resource/Gabriel_García_Márquez,http://dbpedia.org/resource/Gabriel_García_Márquez,http://dbpedia.org/resource/Gabriel_García_Márquez
3914,What is the title of a book written by author r. l. stine?,http://dbpedia.org/resource/R._L._Stine,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/R._L._Stine,0.6240601539611816,,,,
3988,Where was american crime filmed?,http://dbpedia.org/resource/American_Crime_(film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Filmmaking,0.12294317781925201,http://dbpedia.org/resource/American_Crime_(TV_series),http://dbpedia.org/resource/American_Crime_(TV_series),http://dbpedia.org/resource/American_Crime_(TV_series),http://dbpedia.org/resource/American_Crime_(TV_series)
4049,what work did  scooter libby write,http://dbpedia.org/resource/Scooter_Libby,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Scooter_Libby,0.4419642984867096,http://dbpedia.org/resource/Scooter_Libby,http://dbpedia.org/resource/Scooter_Libby,http://dbpedia.org/resource/Scooter_Libby,http://dbpedia.org/resource/Scooter_Libby
4065,who wrote housekeeping vs. the dirt,http://dbpedia.org/resource/Housekeeping_vs._The_Dirt,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Housekeeping_vs._The_Dirt,0.5,,,,
4105,what book is nature,http://dbpedia.org/resource/Nature,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Nature,0.19268709421157837,,,,
4109,Name a novel about a cat,http://dbpedia.org/resource/Novel,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Cat,0.14947697520256042,,,,
4144,What did richard wright write?,http://dbpedia.org/resource/Richard_Wright_(author),book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Richard_Wright_(musician),0.6842600107192993,http://dbpedia.org/resource/Richard_Wright_(musician),http://dbpedia.org/resource/Richard_Wright_(musician),http://dbpedia.org/resource/Richard_Wright_(musician),http://dbpedia.org/resource/Richard_Wright_(musician)
4156,what book is from the speculative fiction genre?,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.5216284990310669,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
4223,what type of book is blood promise,http://dbpedia.org/resource/Blood_Promise_(novel),genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Blood_Promise_(novel),0.4285714328289032,,,,
4262,which company made superman returns?,http://dbpedia.org/resource/Superman_Returns_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Superman_Returns,0.7373178601264954,http://dbpedia.org/resource/Superman_Returns,http://dbpedia.org/resource/Superman_Returns,http://dbpedia.org/resource/Superman_Returns,http://dbpedia.org/resource/Superman_Returns
4287,which publisher worked on the computer videogame harbinger,http://dbpedia.org/resource/Harbinger_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Video_game,0.7043087482452393,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing,http://dbpedia.org/resource/Publishing
4363,who is the author of discoveries in australia,http://dbpedia.org/resource/Discoveries_in_Australia,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Australia,0.2991887032985687,,,,
4398,what are some fiction books?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Fiction,0.25554829835891724,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
4427,Who wrote the book american buffalo,http://dbpedia.org/resource/American_Buffalo_(play),author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/American_bison,0.4645994305610657,http://dbpedia.org/resource/Bison,http://dbpedia.org/resource/Bison,http://dbpedia.org/resource/Bison,http://dbpedia.org/resource/Bison
4520,Name an autobiography book,http://dbpedia.org/resource/Autobiography,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.1731637418270111,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography,http://dbpedia.org/resource/Autobiography
4557,what book is by philip jones griffiths?,http://dbpedia.org/resource/Philip_Jones_Griffiths,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Philip_Jones_Griffiths,0.5,http://dbpedia.org/resource/Philip_Jones_Griffiths,http://dbpedia.org/resource/Philip_Jones_Griffiths,http://dbpedia.org/resource/Philip_Jones_Griffiths,http://dbpedia.org/resource/Philip_Jones_Griffiths
4561,what types of book is mort,http://dbpedia.org/resource/Mort,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Blog,0.1462307572364807,,,,
4624,What did tibor fischer write?,http://dbpedia.org/resource/Tibor_Fischer,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Tibor_Fischer,0.5,http://dbpedia.org/resource/Tibor_Fischer,http://dbpedia.org/resource/Tibor_Fischer,http://dbpedia.org/resource/Tibor_Fischer,http://dbpedia.org/resource/Tibor_Fischer
4645,The Merry Widow has production ties to what country?,http://dbpedia.org/resource/The_Merry_Widow_(1962_film),country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Corselet,0.5466766953468323,http://dbpedia.org/resource/The_Merry_Widow,http://dbpedia.org/resource/The_Merry_Widow,http://dbpedia.org/resource/The_Merry_Widow,http://dbpedia.org/resource/The_Merry_Widow
4717,what was the original language for the bok  the wonderful lips of thibong linh,http://dbpedia.org/resource/The_Wonderful_Lips_of_Thibong_Linh,language,"[{'Predicate': 'http://dbpedia.org/ontology/language', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Wonderful_Lips_of_Thibong_Linh,0.5,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language,http://dbpedia.org/resource/Language
4747,what is the genre of the fatal eggs,http://dbpedia.org/resource/The_Fatal_Eggs,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Fatal_Eggs,0.7187818288803101,http://dbpedia.org/resource/Egg,http://dbpedia.org/resource/Egg,http://dbpedia.org/resource/Egg,http://dbpedia.org/resource/Egg
4750,what is a book written by peter robinson,http://dbpedia.org/resource/Peter_Robinson_(novelist),book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Peter_Robinson_(journalist),0.4594331979751587,http://dbpedia.org/resource/J._Peter_Robinson,http://dbpedia.org/resource/J._Peter_Robinson,http://dbpedia.org/resource/J._Peter_Robinson,http://dbpedia.org/resource/J._Peter_Robinson
4895,what is the name of a book written by author doris lessing?,http://dbpedia.org/resource/Doris_Lessing,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Doris_Lessing,0.6008261442184448,http://dbpedia.org/resource/Doris_Lessing,http://dbpedia.org/resource/Doris_Lessing,http://dbpedia.org/resource/Doris_Lessing,http://dbpedia.org/resource/Doris_Lessing
5114,what is the title of a suspense book,http://dbpedia.org/resource/Suspense,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Book,0.2008863389492035,,,,
5262,What is the title of a book in the fiction literary genre?,http://dbpedia.org/resource/Fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}]",http://dbpedia.org/resource/Literary_genre,0.3240543603897095,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Fiction
5270,What is the name of a speculative fiction written work,http://dbpedia.org/resource/Speculative_fiction,books_in_genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'backward', 'Constraint': None}]",http://dbpedia.org/resource/Speculative_fiction,0.37798088788986206,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Speculative_fiction
5348,what country is the movie the spy: undercover operation from,http://dbpedia.org/resource/The_Spy:_Undercover_Operation,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Spy:_Undercover_Operation,0.5,http://dbpedia.org/resource/Espionage,http://dbpedia.org/resource/Espionage,http://dbpedia.org/resource/Espionage,http://dbpedia.org/resource/Espionage
5416,which book was written by the author vernor vinge,http://dbpedia.org/resource/Vernor_Vinge,book_from_author,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'backward', 'Constraint': 'http://dbpedia.org/ontology/WrittenWork'}, {'Predicate': 'http://dbpedia.org/ontology/notableWork', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Vernor_Vinge,0.5734982490539551,http://dbpedia.org/resource/Vernor_Vinge,http://dbpedia.org/resource/Vernor_Vinge,http://dbpedia.org/resource/Vernor_Vinge,http://dbpedia.org/resource/Vernor_Vinge
5432,who was the author of empire falls,http://dbpedia.org/resource/Empire_Falls,author_of_book,"[{'Predicate': 'http://dbpedia.org/ontology/author', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Empire_Falls_(miniseries),0.5608885884284973,http://dbpedia.org/resource/Empire_Falls,http://dbpedia.org/resource/Empire_Falls,http://dbpedia.org/resource/Empire_Falls,http://dbpedia.org/resource/Empire_Falls
5463,which country is varietease from,http://dbpedia.org/resource/Varietease,country,"[{'Predicate': 'http://dbpedia.org/ontology/country', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Varietease,0.5,,,,
5468,what book genre is magic in ithkar 3?,http://dbpedia.org/resource/Magic_in_Ithkar_3,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Magic_in_Ithkar_3,0.5,http://dbpedia.org/resource/Magic_in_fiction,http://dbpedia.org/resource/Magic_in_fiction,http://dbpedia.org/resource/Magic_in_fiction,http://dbpedia.org/resource/Magic_in_fiction
5489,who published the cvg avengers,http://dbpedia.org/resource/Avengers_(video_game),publisher,"[{'Predicate': 'http://dbpedia.org/ontology/publisher', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/The_Avengers_(2012_film),0.5082505345344543,http://dbpedia.org/resource/Avengers_(comics),http://dbpedia.org/resource/Avengers_(comics),http://dbpedia.org/resource/Avengers_(comics),http://dbpedia.org/resource/Avengers_(comics)
5497,What genre is eidolon i?,http://dbpedia.org/resource/Eidolon_I,genre,"[{'Predicate': 'http://dbpedia.org/ontology/literaryGenre', 'Direction': 'forward', 'Constraint': None}, {'Predicate': 'http://purl.org/linguistics/gold/hypernym', 'Direction': 'forward', 'Constraint': None}]",http://dbpedia.org/resource/Eidolon_I,0.5,http://dbpedia.org/resource/Eidolon,http://dbpedia.org/resource/Eidolon,http://dbpedia.org/resource/Eidolon,http://dbpedia.org/resource/Eidolon
